,Velocity,Yaw_Rate,Body_Slip,Steer_Angle,Throttle,Ax,Ay,Yaw_Acceleration
36,90.0,0.0,-7.448275862068965,-8.793103448275861,0.0,-0.3713356088927917,8.198233045651314,20.399091300305685
37,90.0,0.0,-7.448275862068965,-7.758620689655172,0.0,-0.07633741008035595,10.019710640476926,17.45147015579683
38,90.0,0.0,-7.448275862068965,-6.724137931034482,0.0,0.15409158800093004,11.85064141453932,14.448588113874381
39,90.0,0.0,-7.448275862068965,-5.689655172413792,0.0,0.311990156848579,13.621642599679062,11.49795664463407
40,90.0,0.0,-7.448275862068965,-4.655172413793103,0.0,0.3939035649481387,15.259482290749423,8.719113899029896
41,90.0,0.0,-7.448275862068965,-3.620689655172413,0.0,0.402490526030827,16.704315900835166,6.216340661705381
42,90.0,0.0,-7.448275862068965,-2.5862068965517224,0.0,0.34633201571246097,17.92755752606366,4.046991690100337
43,90.0,0.0,-7.448275862068965,-1.5517241379310338,0.0,0.23729251286178937,18.935100726874172,2.211868468233469
44,90.0,0.0,-7.448275862068965,-0.5172413793103434,0.0,0.08722593790136253,19.754392531329067,0.6735542906857294
45,90.0,0.0,-7.448275862068965,0.5172413793103452,0.0,-0.09394843283685717,20.41876380491016,-0.618137821249401
46,90.0,0.0,-7.448275862068965,1.5517241379310356,0.0,-0.2986147510759598,20.95839273253586,-1.7103611724036905
47,90.0,0.0,-7.448275862068965,2.586206896551726,0.0,-0.5210896762012791,21.397636802037578,-2.6419106037246403
48,90.0,0.0,-7.448275862068965,3.6206896551724164,0.0,-0.7571281980033477,21.75540041466031,-3.4432531029713056
49,90.0,0.0,-7.448275862068965,4.655172413793103,0.0,-1.00352535640796,22.04630234740257,-4.138156012613371
50,90.0,0.0,-7.448275862068965,5.689655172413794,0.0,-1.2578354259626958,22.281770029732268,-4.745344191666219
51,90.0,0.0,-7.448275862068965,6.724137931034484,0.0,-1.5181782320603348,22.47086590198552,-5.279779771458253
52,90.0,0.0,-7.448275862068965,7.758620689655174,0.0,-1.7831024302564258,22.620864401458075,-5.753584679638986
53,90.0,0.0,-7.448275862068965,8.793103448275865,0.0,-2.0514855789331157,22.737673147623894,-6.176665379631854
54,90.0,0.0,-7.448275862068965,9.827586206896555,0.0,-2.3224589497553323,22.82611808484039,-6.5571890470794125
55,90.0,0.0,-7.448275862068965,10.862068965517242,0.0,-2.595349696105349,22.890164317797506,-6.901918702291482
56,90.0,0.0,-7.448275862068965,11.896551724137932,0.0,-2.869636049784194,22.933082816690757,-7.216473638591157
57,90.0,0.0,-7.448275862068965,12.931034482758623,0.0,-3.144912372519183,22.957579811985475,-7.505534351764382
58,90.0,0.0,-7.448275862068965,13.965517241379313,0.0,-3.420861906253385,22.96589988315108,-7.773006276917279
59,90.0,0.0,-7.448275862068965,15.0,0.0,-3.697235546147729,22.959908833941554,-8.02215261620979
60,90.0,0.0,-6.896551724137931,-15.0,0.0,-2.9958588267829462,-1.2276142821716596,33.70867226241143
61,90.0,0.0,-6.896551724137931,-13.96551724137931,0.0,-2.557813189858995,-0.29115667699866876,32.24358954621998
62,90.0,0.0,-6.896551724137931,-12.931034482758621,0.0,-2.119239124356673,0.8019211715824276,30.536545596622933
63,90.0,0.0,-6.896551724137931,-11.89655172413793,0.0,-1.6866048379473593,2.0594885749437255,28.571040634213112
64,90.0,0.0,-6.896551724137931,-10.862068965517242,0.0,-1.2685082582811804,3.4812951569849226,26.342213365444344
65,90.0,0.0,-6.896551724137931,-9.827586206896552,0.0,-0.8754240774751625,5.056370678849381,23.861021111298392
